date,world_oil_price,world_prod,world_inv,world_ip,ip_de,import_price_de,ppi_de,cpi_de
2001-07,-197.52542054725149,1112.8916909786544,766.211904063695,445.90966976446913,442.0044701861403,445.0852825603734,427.9440045898781,434.89867805956817
2001-08,-193.26945910537188,1113.1469272370207,766.8244829061205,446.45694068877606,444.500143383527,444.14740933173016,427.80540442909034,434.63994570307307
2001-09,-193.89718938270266,1112.4534117126323,767.1675392402692,445.77240305242753,443.43818650078094,443.7934266612178,427.9440045898781,434.63994570307307
2001-10,-215.71596260576575,1112.3085151509194,767.2766186704997,445.4439385036461,441.6428061391214,442.36483093647007,426.96974496999616,434.5103280569283
2001-11,-224.51137390795674,1112.8286430846204,767.191419614713,445.1744260129882,440.7938016458383,442.1247347827163,426.549281841793,434.25058765115983
2001-12,-224.93489295894813,1112.2151560709449,767.7598875612294,445.25173671401024,441.6428061391214,441.8840607796598,426.549281841793,435.28552573736016
2002-01,-221.37932722974273,1110.9512699365666,768.3830136937565,446.3063617123162,441.0371107683024,442.2448549172797,426.8297869345539,435.28552573736016
2002-02,-217.21483715691028,1111.0911345345573,769.6340923905506,446.0356530167919,441.8840607796598,442.60435200906556,426.8297869345539,435.67088266895917
2002-03,-201.9113553078609,1110.7936843324358,769.0461530084552,447.0050904764054,442.36483093647007,443.43818650078094,427.3884476054178,435.9269647551265
2002-04,-194.14027543174342,1110.008447177775,767.7040020530841,447.7047681774284,442.2448549172797,443.6751534363128,427.10950739666,435.799005684564
2002-05,-195.73964778911414,1110.8717965740414,768.7643882908801,448.0834100927399,441.40096805269326,443.0816798843313,427.10950739666,435.9269647551265
2002-06,-200.93505354274794,1110.6562103553329,769.1832730723125,448.27884047922186,443.2006566978902,442.0044701861403,427.10950739666,435.9269647551265
2002-07,-194.49106487222298,1111.3466931221526,768.5146685984798,448.68234915059145,441.7635062141249,441.2798293340635,426.8297869345539,436.05476029967576
2002-08,-191.2941627161083,1110.9364792273207,768.7992856921577,449.02544980583264,443.7934266612178,441.7635062141249,426.689632742025,435.9269647551265
2002-09,-185.1002302790916,1111.7366825367155,766.9876597617009,449.3219223185441,442.96256134731607,442.2448549172797,426.8297869345539,435.9269647551265
2002-10,-188.39619003083698,1113.8075639666386,769.1609666113468,449.43106897232116,441.8840607796598,442.2448549172797,427.10950739666,435.799005684564
2002-11,-200.91345661455233,1113.9499430201236,769.3178303292087,449.78134569993244,443.55674016019117,441.0371107683024,426.8297869345539,435.41414311843465
2002-12,-185.8985867900953,1111.5128034939598,769.2463949389465,449.4404533305022,441.2798293340635,441.7635062141249,426.96974496999616,436.3098624788363
2003-01,-176.75211045312375,1112.3167255158303,769.6381605205768,450.5528508778726,442.36483093647007,442.1247347827163,428.496492183075,436.3098624788363
2003-02,-172.32460154756666,1114.6378812801775,769.5505654306369,450.52789089630545,442.36483093647007,442.36483093647007,428.771595520264,436.94478524670217
2003-03,-179.30653786529552,1115.402848270328,770.5525823812654,450.58037808131894,443.0816798843313,441.8840607796598,428.90886390146125,436.94478524670217
2003-04,-198.8906540069828,1113.844479289011,770.7348561463685,450.2859680982016,442.36483093647007,440.3054001865957,428.771595520264,436.69129968638333
2003-05,-195.62421820531085,1113.8402910016432,770.159028751089,450.1279922313264,441.6428061391214,438.9498649512583,428.63413845394734,436.4371699435161
2003-06,-189.04067237121217,1112.6554056457785,770.9583364454852,450.5891582395806,441.1585436915426,438.8257184424518,428.63413845394734,436.8181227851829
2003-07,-186.86769620473183,1113.5619587927615,772.1596469813755,451.32668263760723,443.2006566978902,438.9498649512583,428.63413845394734,436.94478524670217
2003-08,-182.0125487184735,1114.2234033126515,772.5278517702681,451.1974818391205,440.9155302062135,439.56829611213675,428.63413845394734,436.94478524670217
2003-09,-192.09935560688785,1115.1873957835187,773.4869048137209,452.14175299587123,440.67192472642535,439.4449154672439,428.771595520264,436.94478524670217
2003-10,-183.1702996279579,1116.4767717942154,773.417967338769,453.0474225618559,443.0816798843313,439.3213824064446,428.771595520264,436.94478524670217
2003-11,-186.17180578349655,1116.8053872312348,773.7373855453914,453.3773642279983,443.9115601658009,439.3213824064446,428.771595520264,436.69129968638333
2003-12,-182.82109743575097,1118.5645509578917,774.0425775353857,454.11088842965376,444.0295542797857,438.8257184424518,428.771595520264,437.44983682530903
2004-01,-178.4379361930433,1118.1301954255466,774.036338881746,453.94921358338786,444.0295542797857,438.9498649512583,428.63413845394734,437.44983682530903
2004-02,-180.00422036126622,1118.101462932383,774.7631265880631,455.24540904251376,443.6751534363128,439.0738575275903,428.63413845394734,437.7014092850337
2004-03,-171.62247075278663,1118.0243376653937,774.4238867426081,455.2218464538704,443.6751534363128,440.1829261970061,429.31954209672665,438.07758527722285
2004-04,-171.90169661801207,1117.977004163726,775.1954301123478,455.8725957957436,444.7346100794524,440.7938016458383,429.592393562047,438.3275854074314
2004-05,-161.12993675654025,1117.5239652263353,775.6494788094683,456.20572358986504,445.66701776696476,441.40096805269326,430.00027991952913,438.5769620952716
2004-06,-168.07400351980522,1119.7396714422189,775.8543869223569,456.1293008311736,445.0852825603734,440.9155302062135,429.8645025734831,438.5769620952716
2004-07,-159.89170368522855,1120.3639159304491,775.4694919515784,456.81471122553666,446.0144413937834,441.0371107683024,430.54155323020416,438.7014176184921
2004-08,-148.76694067267755,1118.950995707124,774.2685031311844,456.867413357323,445.0852825603734,442.1247347827163,430.94559418390463,438.8257184424518
2004-09,-148.01303909257632,1119.8048678949194,775.008823541946,457.2699988746068,445.0852825603734,442.2448549172797,430.94559418390463,438.5769620952716
2004-10,-134.36124620747398,1120.6443646169016,775.9518203562367,457.7191404855523,445.89876758100104,443.3194921248282,432.0151230955794,438.7014176184921
2004-11,-149.21766612925558,1120.1836646180932,777.5281261456138,457.866315834181,444.500143383527,442.0044701861403,431.6153890523174,438.5769620952716
2004-12,-157.71025317911642,1119.6818266090238,776.7192245901698,458.21981373782404,444.61744544976335,440.9155302062135,431.6153890523174,439.6915247167632
2005-01,-145.9695982508997,1120.0711600329114,776.8141775681139,458.9936134837277,446.7056883858457,441.8840607796598,432.5456283185487,438.9498649512583
2005-02,-144.23038693492708,1120.4508298610374,776.6208841508317,459.05349109017095,445.20190064939163,442.48466318568103,432.6778160443404,439.3213824064446
2005-03,-129.10312611865754,1120.8780350594216,777.8795636120653,459.2892421761912,445.55094114336845,443.55674016019117,433.3361462692601,439.8146016553765
2005-04,-131.7377210964708,1121.2737249023544,778.1383708118163,460.0165583831521,447.04952826614897,443.2006566978902,433.8597076746545,439.4449154672439
2005-05,-138.11423662104636,1121.4852123132837,779.2859357356796,459.64029659831914,446.0144413937834,442.8433007488037,433.8597076746545,439.6915247167632
2005-06,-127.08659568457324,1120.9699069760368,778.5341018621021,460.3079401821348,447.8472532942134,444.14740933173016,434.3805421853684,439.8146016553765
2005-07,-122.03538931007228,1120.7550322540733,779.2581858183672,460.39707669725993,449.2001487882454,444.61744544976335,435.02779363593015,440.3054001865957
2005-08,-112.00541986809282,1120.8126938227033,779.6924002218874,460.71671906462745,446.47580322713463,445.20190064939163,435.28552573736016,440.4277243608702
2005-09,-115.0594160640535,1120.2124873725472,780.0454501959489,460.8006160807299,448.75121425198586,445.55094114336845,435.5425952876702,440.5498990859024
2005-10,-122.40969298064113,1120.3427956881992,780.2235118288303,461.3771091925373,450.53498507058805,446.24538837864964,436.18239273563626,440.5498990859024
2005-11,-127.7084625163414,1120.9742268477794,780.0953943217283,462.4366747310445,449.53553199808846,446.0144413937834,436.05476029967576,440.3054001865957
2005-12,-124.81798474816514,1121.3610120981368,780.460275414657,463.0967553965104,449.8697941477575,446.36066216663045,436.3098624788363,441.0371107683024
2006-01,-115.18352435849113,1120.704384759882,779.1611622844067,462.9712543388278,450.4244267398131,447.04952826614897,437.8269585796169,440.67192472642535
2006-02,-119.7474406051382,1120.588223575981,780.1532707705769,463.8375728839149,450.6454213048934,447.3921899378137,438.45235148724686,441.1585436915426
2006-03,-116.87145814015355,1120.3881918852353,780.1323420719259,464.15165799331817,449.2001487882454,447.8472532942134,438.9498649512583,441.1585436915426
2006-04,-104.96086089646121,1120.4782148381805,780.342501415245,464.5604585403068,452.0701029361642,448.97593344767637,439.8146016553765,441.5219602029645
2006-05,-105.94488968871184,1119.8703504765442,780.1269730125225,465.23504835888616,453.1523645819793,448.97593344767637,439.9375273008495,441.5219602029645
2006-06,-107.95678336299846,1119.7285384322158,780.0359280409901,465.5618023077321,452.9368472571809,448.97593344767637,439.9375273008495,441.7635062141249
2006-07,-101.31175861370468,1121.129834406144,780.5344759751715,465.8864495630205,454.4358046591334,449.9809670330265,440.67192472642535,442.1247347827163
2006-08,-102.35339477156458,1120.713712558909,780.5494591746615,466.27822746798176,454.8599834499697,449.9809670330265,440.9155302062135,441.8840607796598
2006-09,-118.57312561683608,1120.3204033602105,780.7509727251369,466.65935475505165,454.7541073151455,449.0881039585964,440.5498990859024,441.5219602029645
2006-10,-125.06107542244075,1120.7836908177453,781.3420092026796,466.91585558201814,454.4358046591334,448.86363697321394,440.5498990859024,441.6428061391214
2006-11,-123.48063460955291,1120.2823944331083,782.173076668544,468.1006520805045,456.12182984589083,448.41318576110353,440.4277243608702,441.6428061391214
2006-12,-117.90120270808603,1119.9822194574215,780.7216484898514,468.7407100013836,457.05787412184725,447.96069630127454,440.5498990859024,442.48466318568103
